emp_no,first_name,last_name,to_date,dept_name
412943,Siddarth,Hanabata,9999-01-01,Development
412949,Falguni,Plotkin,9999-01-01,Development
412950,Garnik,Ouhyoung,9999-01-01,Research
412951,Paris,Barriga,9999-01-01,Sales
412974,Conor,Wursthorn,9999-01-01,Development
412980,Mariangiola,Verspoor,9999-01-01,Customer Service
412988,Odysseas,Fendler,9999-01-01,Development
412997,Baocai,Samarati,9999-01-01,Quality Management
413001,Nitsan,Monkewich,9999-01-01,Sales
413003,Yifei,Heyers,9999-01-01,Development
413020,Luigi,Falby,9999-01-01,Development
413025,Brigham,Marakhovsky,9999-01-01,Production
413032,Iara,Spelt,9999-01-01,Production
413039,Diederik,Vesel,9999-01-01,Development
413052,Martial,England,9999-01-01,Finance
413066,Rayond,Neimat,9999-01-01,Development
413067,Monique,Basagni,9999-01-01,Human Resources
413079,Hugh,Clemencon,9999-01-01,Research
413083,Saeko,Gubsky,9999-01-01,Production
413112,Yongmin,Kroha,9999-01-01,Production
413115,Georgy,Cooke,9999-01-01,Finance
413118,Becky,Thiria,9999-01-01,Production
413134,Sachem,Denos,9999-01-01,Development
413140,Vincent,Demian,9999-01-01,Production
413141,Masamitsu,Erdi,9999-01-01,Development
413141,Masamitsu,Erdi,9999-01-01,Research
413144,Changho,Spinelli,9999-01-01,Production
413146,Yifei,Peot,9999-01-01,Development
413154,Patricio,McDermid,9999-01-01,Human Resources
413160,Tadanori,Felcyn,9999-01-01,Sales
413162,Turgut,Merks,9999-01-01,Development
413166,Koldo,Salverda,9999-01-01,Sales
413169,Adin,Kropp,9999-01-01,Finance
413169,Adin,Kropp,9999-01-01,Human Resources
413184,Moon,Asmuth,9999-01-01,Sales
413186,Patricia,Kugler,9999-01-01,Customer Service
413195,Sachin,Halloran,9999-01-01,Development
413217,Phule,Waschkowski,9999-01-01,Development
413228,Toshimitsu,Luce,9999-01-01,Production
413228,Toshimitsu,Luce,9999-01-01,Quality Management
413251,Eckart,Radwan,9999-01-01,Customer Service
413253,Alselm,Daescu,9999-01-01,Quality Management
413266,Gonzalo,Baar,9999-01-01,Marketing
413272,Xianlong,Comellas,9999-01-01,Development
413276,Bikash,Stamatiou,9999-01-01,Production
413278,Utz,Felder,9999-01-01,Production
413283,Sampalli,Bednarek,9999-01-01,Production
413288,Kenton,Ramras,9999-01-01,Finance
413297,Bernt,Schade,9999-01-01,Research
413304,Iara,Cronau,9999-01-01,Finance
413333,Martijn,Spell,9999-01-01,Sales
413336,Toshimo,Barriga,9999-01-01,Production
413337,Moty,Schaft,9999-01-01,Marketing
413380,Steen,Azumi,9999-01-01,Customer Service
413389,Hyuckchul,Randi,9999-01-01,Customer Service
413393,Remco,Biros,9999-01-01,Production
413396,Arumugam,Ullian,9999-01-01,Development
413396,Arumugam,Ullian,9999-01-01,Research
413400,Almudena,Fendler,9999-01-01,Human Resources
413406,Elrique,Molberg,9999-01-01,Human Resources
413410,Yongmao,Matzen,9999-01-01,Development
413420,Jeong,Lamba,9999-01-01,Development
413427,Kauko,Luce,9999-01-01,Quality Management
413431,Moss,Denis,9999-01-01,Quality Management
413441,Fumiko,Koshiba,9999-01-01,Sales
413454,Haldon,Einsfeld,9999-01-01,Development
413454,Haldon,Einsfeld,9999-01-01,Research
413468,Kristina,Czaja,9999-01-01,Development
413469,Jouko,Einsfeld,9999-01-01,Production
413478,Martijn,Kossowski,9999-01-01,Customer Service
413480,Mang,Peac,9999-01-01,Development
413496,Naftaly,Acton,9999-01-01,Sales
413501,Visit,Hartvigsen,9999-01-01,Sales
413502,Masamitsu,Danecki,9999-01-01,Finance
413502,Masamitsu,Danecki,9999-01-01,Human Resources
413504,Flemming,Dayana,9999-01-01,Research
413542,Elvis,Hebert,9999-01-01,Quality Management
413544,Arie,Douceur,9999-01-01,Production
413566,Teunis,Massonet,9999-01-01,Development
413566,Teunis,Massonet,9999-01-01,Research
413574,Yurij,Kampfer,9999-01-01,Marketing
413576,Susumu,Luce,9999-01-01,Sales
413576,Susumu,Luce,9999-01-01,Customer Service
413583,Sachio,Ritcey,9999-01-01,Production
413594,Shietung,Kakkar,9999-01-01,Production
413594,Shietung,Kakkar,9999-01-01,Customer Service
413598,Boriana,Lunn,9999-01-01,Production
413603,Vincent,Ohori,9999-01-01,Research
413608,Mantis,Serra,9999-01-01,Development
413611,Vasiliy,Granlund,9999-01-01,Development
413624,Rayond,Simmel,9999-01-01,Sales
413631,Yinlin,Kemmerer,9999-01-01,Production
413631,Yinlin,Kemmerer,9999-01-01,Quality Management
413642,Elliott,Bergere,9999-01-01,Sales
413644,Hatsukazu,Picht,9999-01-01,Development
413650,Yuichiro,Koyama,9999-01-01,Development
413665,Tzu,Shumilov,9999-01-01,Production
413668,Kwangyoen,Vuskovic,9999-01-01,Sales
413668,Kwangyoen,Vuskovic,9999-01-01,Customer Service
413671,Aral,Moehrke,9999-01-01,Sales
413674,Przemyslawa,Plotkin,9999-01-01,Production
413686,Youngkon,Oskamp,9999-01-01,Development
413690,Alejandro,Radwan,9999-01-01,Development
413708,Arnould,Krzyzanowski,9999-01-01,Sales
413717,Gino,Cusworth,9999-01-01,Production
413719,Shigenori,Orsini,9999-01-01,Human Resources
413739,Ohad,Pouyioutas,9999-01-01,Human Resources
413755,Serap,Munke,9999-01-01,Development
413755,Serap,Munke,9999-01-01,Research
413767,Yuuichi,Merlo,9999-01-01,Human Resources
413774,Jacqueline,Butterworth,9999-01-01,Sales
413775,Kensyu,Heuser,9999-01-01,Development
413775,Kensyu,Heuser,9999-01-01,Customer Service
413791,Jiong,Zaumen,9999-01-01,Sales
413797,Tesuya,Perfilyeva,9999-01-01,Human Resources
413801,Francesca,Beeson,9999-01-01,Development
413825,Divine,Ertl,9999-01-01,Development
413833,Kannan,Krupka,9999-01-01,Sales
413836,Hironobu,Collette,9999-01-01,Marketing
413855,Marit,Sooriamurthi,9999-01-01,Research
413876,Tianruo,Birrer,9999-01-01,Sales
413888,Spyrose,Ranze,9999-01-01,Finance
413905,Piyawadee,Gelosh,9999-01-01,Production
413911,Siamak,Karlin,9999-01-01,Development
413914,Rajmohan,Covnot,9999-01-01,Development
413916,Freyja,Luks,9999-01-01,Marketing
413919,Shushma,Nergos,9999-01-01,Sales
413927,Erez,Ressouche,9999-01-01,Development
413930,Gil,Ferriere,9999-01-01,Development
413941,Perla,Beetstra,9999-01-01,Production
413941,Perla,Beetstra,9999-01-01,Customer Service
413955,Ger,Mansanne,9999-01-01,Production
413966,Weiwu,Demian,9999-01-01,Marketing
413976,Erez,Kalloufi,9999-01-01,Human Resources
413985,Neelam,Coombs,9999-01-01,Sales
413986,Nechama,Rassart,9999-01-01,Finance
413988,Elrique,Openshaw,9999-01-01,Production
413988,Elrique,Openshaw,9999-01-01,Quality Management
414006,Hongzue,Mikschl,9999-01-01,Finance
414012,Ashish,Speckmann,9999-01-01,Finance
414044,Padma,Pillow,9999-01-01,Marketing
414044,Padma,Pillow,9999-01-01,Human Resources
414054,Yongdong,Suppi,9999-01-01,Development
414086,Van,Marrakchi,9999-01-01,Production
414088,Khun,Marakhovsky,9999-01-01,Sales
414097,Piyawadee,Krychniak,9999-01-01,Research
414099,Sadok,Alpin,9999-01-01,Development
414099,Sadok,Alpin,9999-01-01,Research
414129,Kristof,Speer,9999-01-01,Human Resources
414130,Etsuo,Gyimothy,9999-01-01,Development
414131,Taisook,Neiman,9999-01-01,Sales
414134,Maja,Molberg,9999-01-01,Production
414134,Maja,Molberg,9999-01-01,Research
414140,Leucio,Vickson,9999-01-01,Sales
414142,Xinglin,Chenney,9999-01-01,Marketing
414147,Jianwen,Matzat,9999-01-01,Development
414155,Doowon,Nitsch,9999-01-01,Human Resources
414171,Pintsang,Siksek,9999-01-01,Production
414171,Pintsang,Siksek,9999-01-01,Quality Management
414173,Gina,Jonsson,9999-01-01,Sales
414177,Hideo,Schrooten,9999-01-01,Production
414180,Kinh,Dengi,9999-01-01,Finance
414180,Kinh,Dengi,9999-01-01,Sales
414188,Taizo,Juneja,9999-01-01,Sales
414198,Saniya,Kieras,9999-01-01,Production
414206,Yonghong,Picci,9999-01-01,Production
414208,Mingsen,Steenbeek,9999-01-01,Development
414211,Jaewoo,Pelc,9999-01-01,Quality Management
414218,Shugo,Kusakari,9999-01-01,Production
414245,Domenico,Krupka,9999-01-01,Production
414245,Domenico,Krupka,9999-01-01,Customer Service
414246,Amstein,Unno,9999-01-01,Quality Management
414247,Jixiang,Thisen,9999-01-01,Finance
414252,Sedat,Pouyioutas,9999-01-01,Sales
414255,Mats,Spelt,9999-01-01,Sales
414256,Rosalie,Nannarelli,9999-01-01,Development
414261,Mahmut,Guting,9999-01-01,Production
414265,Shigeichiro,Cunliffe,9999-01-01,Development
414269,Jamaludin,Flowers,9999-01-01,Sales
414282,Cristinel,Uehara,9999-01-01,Production
414286,Remmert,Stiles,9999-01-01,Development
414326,Magdalena,Percebois,9999-01-01,Production
414326,Magdalena,Percebois,9999-01-01,Research
414347,Seshu,Baez,9999-01-01,Customer Service
414355,Subhankar,Przulj,9999-01-01,Marketing
414356,Gurbir,Cooley,9999-01-01,Human Resources
414361,Uzi,Kaelbling,9999-01-01,Customer Service
414378,Malu,Sinicrope,9999-01-01,Research
414409,Boguslaw,Maksimenko,9999-01-01,Development
414421,Shai,Griswold,9999-01-01,Development
414442,Jiafu,Ashish,9999-01-01,Development
414466,Sastry,Chinal,9999-01-01,Production
414472,Alassane,Roisin,9999-01-01,Development
414475,Caolyn,Marrakchi,9999-01-01,Production
414475,Caolyn,Marrakchi,9999-01-01,Quality Management
414482,Maya,Baalen,9999-01-01,Sales
414486,Chinya,Jayawardene,9999-01-01,Marketing
414492,Emdad,Azevdeo,9999-01-01,Development
414501,Arto,Kobara,9999-01-01,Development
414508,Yonghoan,Rosaz,9999-01-01,Development
414510,Zhonghui,Maksimenko,9999-01-01,Development
414515,Nishit,Reinhard,9999-01-01,Human Resources
414527,Tetsushi,Boudaillier,9999-01-01,Production
414566,Aiman,Khalil,9999-01-01,Finance
414601,Mohammed,Kranzdorf,9999-01-01,Production
414604,Pranjal,Snedden,9999-01-01,Development
414608,Pranjal,Undy,9999-01-01,Sales
414631,Theirry,Maliniak,9999-01-01,Quality Management
414642,Bartek,Huttel,9999-01-01,Production
414643,Flemming,Neiman,9999-01-01,Quality Management
414645,Mingzeng,Boguraev,9999-01-01,Sales
414655,Constantino,Taubman,9999-01-01,Production
414666,Fai,Alpay,9999-01-01,Marketing
414666,Fai,Alpay,9999-01-01,Sales
414667,Vidya,Stavenow,9999-01-01,Production
414670,Udi,Dulin,9999-01-01,Customer Service
414674,Guozhong,Stemann,9999-01-01,Research
414678,Elrique,Malabarba,9999-01-01,Human Resources
414693,Richard,Shobatake,9999-01-01,Marketing
414708,Gift,Wielonsky,9999-01-01,Development
414721,Shigeu,Kieras,9999-01-01,Sales
414724,Phuoc,Bottner,9999-01-01,Sales
414727,Rimli,Weisert,9999-01-01,Development
414735,Mitsuyuki,Rosen,9999-01-01,Research
414739,Yuguang,Veldwijk,9999-01-01,Quality Management
414740,Mingsen,Snedden,9999-01-01,Customer Service
414741,Branimir,Hasham,9999-01-01,Development
414750,Gaetan,Tyugu,9999-01-01,Research
414759,Siamak,Oxman,9999-01-01,Finance
414765,Elgin,Ghazalie,9999-01-01,Production
414765,Elgin,Ghazalie,9999-01-01,Research
414770,Kwee,Oberman,9999-01-01,Production
414771,Srinidhi,Gimarc,9999-01-01,Production
414772,Fumiya,Raney,9999-01-01,Development
414780,Xiaobin,Strehl,9999-01-01,Marketing
414786,Guiseppe,Furedi,9999-01-01,Production
414791,Junichi,Litzler,9999-01-01,Research
414841,Wuxu,Smeets,9999-01-01,Development
414844,Genevieve,Stroustrup,9999-01-01,Development
414847,Edwin,Kabayashi,9999-01-01,Production
414868,Vincent,Felder,9999-01-01,Human Resources
414871,Chanjung,Glowinski,9999-01-01,Production
414871,Chanjung,Glowinski,9999-01-01,Development
414903,Jeanna,Iisaka,9999-01-01,Production
414904,Miyeon,Ghalwash,9999-01-01,Production
414911,Toshiki,Gimbel,9999-01-01,Production
414917,Chikara,Delgrange,9999-01-01,Sales
414959,Tristan,Birta,9999-01-01,Development
414962,Hilari,Denny,9999-01-01,Development
414973,Fei,Gips,9999-01-01,Finance
414978,Sorina,Jiafu,9999-01-01,Human Resources
414993,Guiseppe,DasSarma,9999-01-01,Research
414995,Pranas,Boyle,9999-01-01,Development
415015,Anyuan,Pokrovskii,9999-01-01,Development
415029,Masaki,Butner,9999-01-01,Sales
415030,Bouchung,Belinskaya,9999-01-01,Quality Management
415031,Jiang,Lakshmanan,9999-01-01,Production
415031,Jiang,Lakshmanan,9999-01-01,Research
415032,Sarita,Kropf,9999-01-01,Customer Service
415043,Zhenhua,Hopewell,9999-01-01,Development
415055,Shim,Sherertz,9999-01-01,Production
415093,Shigeu,Juneja,9999-01-01,Quality Management
415100,Armond,Antonakopoulos,9999-01-01,Production
415117,Sudhanshu,Gente,9999-01-01,Sales
415123,Fatemeh,Fontet,9999-01-01,Production
415124,Sugwoo,Dalphin,9999-01-01,Development
415134,Conal,Minakawa,9999-01-01,Sales
415152,Jongsuk,Danecki,9999-01-01,Sales
415157,Insup,Ananiadou,9999-01-01,Sales
415186,Yechiam,Lyonns,9999-01-01,Production
415204,Sachem,Kaltofen,9999-01-01,Development
415206,Takahiro,Heyers,9999-01-01,Sales
415212,Mototsugu,Highland,9999-01-01,Human Resources
415224,Rutger,Syrotiuk,9999-01-01,Development
415242,Moni,Broomell,9999-01-01,Finance
415251,Domenick,Noriega,9999-01-01,Development
415282,Frazer,Alpay,9999-01-01,Production
415288,Howell,Raczkowsky,9999-01-01,Quality Management
415295,Tran,Katalagarianos,9999-01-01,Sales
415312,Mara,Penn,9999-01-01,Production
415320,Mingzeng,Mullainathan,9999-01-01,Quality Management
415343,Lobel,Marchegay,9999-01-01,Production
415343,Lobel,Marchegay,9999-01-01,Development
415356,Mostafa,Hofting,9999-01-01,Sales
415365,Dipankar,Negoita,9999-01-01,Sales
415367,Adam,Esposito,9999-01-01,Production
415374,Shushma,Hofting,9999-01-01,Development
415375,Xinyu,Sgarro,9999-01-01,Sales
415403,Uri,Masand,9999-01-01,Sales
415404,Zhongwei,Gonthier,9999-01-01,Development
415423,Murthy,Sethi,9999-01-01,Marketing
415425,Srinidhi,Deverell,9999-01-01,Research
415431,Willard,Manders,9999-01-01,Production
415442,Udaiprakash,Passino,9999-01-01,Development
415448,Shih,Wossner,9999-01-01,Production
415455,Kiyomitsu,Rosiles,9999-01-01,Sales
415458,Dekang,Ponthieu,9999-01-01,Sales
415468,Danny,Ciolek,9999-01-01,Production
415468,Danny,Ciolek,9999-01-01,Quality Management
415477,Serap,Cronau,9999-01-01,Sales
415481,Branimir,Ulupinar,9999-01-01,Development
415486,Shahar,Comyn,9999-01-01,Sales
415490,Huican,Paciorek,9999-01-01,Human Resources
415495,Kiam,Luef,9999-01-01,Development
415496,Gritta,Awdeh,9999-01-01,Research
415505,Premal,Hambrick,9999-01-01,Production
415505,Premal,Hambrick,9999-01-01,Quality Management
415512,Marin,Sifakis,9999-01-01,Development
415518,Jinpo,Nicolson,9999-01-01,Development
415523,Neelam,Luef,9999-01-01,Human Resources
415527,Leon,Melski,9999-01-01,Production
415535,Teruyuki,Randi,9999-01-01,Production
415539,Luerbio,Collette,9999-01-01,Finance
415543,Chiranjit,Karnin,9999-01-01,Human Resources
415554,Goh,Panienski,9999-01-01,Sales
415555,Yuchang,Bala,9999-01-01,Development
415558,Gurbir,Argence,9999-01-01,Development
415559,Ute,Mitsuhashi,9999-01-01,Production
415572,Elvia,Lampe,9999-01-01,Production
415574,Adas,Gimbel,9999-01-01,Development
415577,Magdalena,Kumaresan,9999-01-01,Development
415578,Nevin,Setia,9999-01-01,Development
415592,Erzsebet,Chepyzhov,9999-01-01,Production
415593,Wojceich,Sridhar,9999-01-01,Customer Service
415606,Hiroyasu,Khamsi,9999-01-01,Human Resources
415615,Elvia,Bisiani,9999-01-01,Development
415633,Eirik,Baaleh,9999-01-01,Research
415651,Zsolt,Klyachko,9999-01-01,Development
415659,Jouko,Gelosh,9999-01-01,Production
415659,Jouko,Gelosh,9999-01-01,Quality Management
415661,Fen,Schiper,9999-01-01,Development
415672,Chenye,Danlos,9999-01-01,Production
415696,Ute,Hofstetter,9999-01-01,Development
415703,Martina,Axelband,9999-01-01,Development
415716,Yucai,Ciolek,9999-01-01,Development
415726,Mingdong,Spelt,9999-01-01,Marketing
415726,Mingdong,Spelt,9999-01-01,Human Resources
415728,Urs,Erev,9999-01-01,Customer Service
415731,Uta,Aloisi,9999-01-01,Development
415741,Anneli,Suwa,9999-01-01,Development
415749,Ravishankar,Nittel,9999-01-01,Marketing
415770,Shigenori,Murrill,9999-01-01,Development
415773,Martien,Hartvigsen,9999-01-01,Sales
415783,Menkae,Puppe,9999-01-01,Production
415791,Sergi,Polupanov,9999-01-01,Development
415796,Rance,Foote,9999-01-01,Quality Management
415800,Otilia,Bratsberg,9999-01-01,Sales
415807,Adamantios,Encarnacion,9999-01-01,Marketing
415817,Wonhee,Hutter,9999-01-01,Development
415818,Aron,Rando,9999-01-01,Marketing
415828,Vishv,Feldhoffer,9999-01-01,Quality Management
415838,Tianruo,Emiris,9999-01-01,Production
415859,Leon,Gonthier,9999-01-01,Sales
415861,Marla,Dalton,9999-01-01,Development
415861,Marla,Dalton,9999-01-01,Research
415865,Beshir,Fujisawa,9999-01-01,Development
415867,Shuji,Erev,9999-01-01,Sales
415890,Zhonghui,Melski,9999-01-01,Development
415899,Valery,Michaeli,9999-01-01,Marketing
415899,Valery,Michaeli,9999-01-01,Human Resources
415902,Barun,Radwan,9999-01-01,Human Resources
415904,Howell,Matzov,9999-01-01,Development
415912,Gadiel,Begiun,9999-01-01,Development
415920,Kensyu,Biros,9999-01-01,Production
415921,Fayez,Lambe,9999-01-01,Research
415924,Eran,Moehrke,9999-01-01,Development
415944,Kwangsub,Cairo,9999-01-01,Finance
415968,Serif,Griswold,9999-01-01,Production
415978,Susanta,Tsukuda,9999-01-01,Quality Management
415980,Charmane,Marrakchi,9999-01-01,Production
415994,Qunsheng,Flanders,9999-01-01,Development
416001,Zeljko,Leonhardt,9999-01-01,Marketing
416003,Arumugam,Murtafg,9999-01-01,Quality Management
416004,Huiqun,Uchoa,9999-01-01,Development
416008,Zeljko,Ranze,9999-01-01,Production
416008,Zeljko,Ranze,9999-01-01,Customer Service
416018,Fen,Aloia,9999-01-01,Sales
416018,Fen,Aloia,9999-01-01,Customer Service
416026,Inderjeet,Molenaar,9999-01-01,Sales
416031,Bezalel,Chinal,9999-01-01,Marketing
416032,Patricio,Schicker,9999-01-01,Sales
416034,Zdislav,Gils,9999-01-01,Research
416042,Katsuo,Lorcy,9999-01-01,Development
416044,Gro,Schaad,9999-01-01,Development
416067,Moon,Teitelbaum,9999-01-01,Production
416070,Sanjeeva,Angelov,9999-01-01,Human Resources
416072,Sungwon,Bednarek,9999-01-01,Marketing
416076,Kenton,Junet,9999-01-01,Marketing
416076,Kenton,Junet,9999-01-01,Sales
416096,Nobuyoshi,Ginneken,9999-01-01,Development
416096,Nobuyoshi,Ginneken,9999-01-01,Research
416128,Uli,Wrigley,9999-01-01,Development
416136,Yonghoan,Reinhard,9999-01-01,Sales
416136,Yonghoan,Reinhard,9999-01-01,Customer Service
416164,Ramya,Weiland,9999-01-01,Human Resources
416166,Yuriy,Rosenbaum,9999-01-01,Sales
416168,Radhakrishnan,Meriste,9999-01-01,Quality Management
416174,Shay,Kuhnemann,9999-01-01,Development
416177,Khun,Turnbull,9999-01-01,Production
416190,Jaideep,Berztiss,9999-01-01,Research
416192,Roddy,Zlotek,9999-01-01,Production
416204,Amalendu,Murillo,9999-01-01,Development
416212,Ramzi,Marletta,9999-01-01,Research
416260,Flemming,Baezner,9999-01-01,Development
416284,Alain,Ferretti,9999-01-01,Production
416288,Ramalingam,Khalid,9999-01-01,Development
416294,Tianruo,Conte,9999-01-01,Finance
416307,Elvia,Brookman,9999-01-01,Production
416312,Baruch,Petereit,9999-01-01,Sales
416319,Duro,Chimia,9999-01-01,Sales
416326,Arumugam,Zschoche,9999-01-01,Research
416330,Candida,Pollock,9999-01-01,Sales
416334,Shushma,Bressoud,9999-01-01,Customer Service
416337,Taizo,Bouloucos,9999-01-01,Finance
416357,Irena,Kranzdorf,9999-01-01,Quality Management
416387,Izaskun,Waeselynck,9999-01-01,Production
416388,Gad,Leslie,9999-01-01,Development
416394,Sreenivas,Anguita,9999-01-01,Research
416396,Oldrich,Flanders,9999-01-01,Sales
416408,Tomofumi,Quadeer,9999-01-01,Research
416425,Amabile,Kaminger,9999-01-01,Production
416429,Chiradeep,Skafidas,9999-01-01,Production
416446,Berna,Antonakopoulos,9999-01-01,Production
416452,Venkatesan,Malabarba,9999-01-01,Customer Service
416454,Duro,Liedekerke,9999-01-01,Human Resources
416469,Kristina,Negoita,9999-01-01,Sales
416470,Tzvetan,Katiyar,9999-01-01,Sales
416487,Marsja,Anick,9999-01-01,Finance
416487,Marsja,Anick,9999-01-01,Sales
416503,Xiahua,Validov,9999-01-01,Production
416518,Dzung,Rosenbaum,9999-01-01,Development
416543,Bernardo,Kornyak,9999-01-01,Human Resources
416552,Kwok,Nyrup,9999-01-01,Human Resources
416559,Patricia,Zucker,9999-01-01,Development
416566,Hugo,Bergere,9999-01-01,Production
416566,Hugo,Bergere,9999-01-01,Quality Management
416568,Dannz,Usery,9999-01-01,Development
416573,Berhard,Leaver,9999-01-01,Development
416575,Shai,Olano,9999-01-01,Production
416588,Yannis,Cannata,9999-01-01,Production
416589,Jianhua,Bakhtari,9999-01-01,Development
416604,Gonzalo,Kambil,9999-01-01,Finance
416606,Salvador,Sadowsky,9999-01-01,Sales
416610,Almudena,Liedekerke,9999-01-01,Marketing
416623,Heeju,Keustermans,9999-01-01,Development
416623,Heeju,Keustermans,9999-01-01,Research
416647,Yuchang,Birch,9999-01-01,Quality Management
416663,Chiranjit,Beeson,9999-01-01,Development
416688,Atilio,Gornas,9999-01-01,Marketing
416690,Ulf,Mahmud,9999-01-01,Sales
416694,Ebru,Remmele,9999-01-01,Development
416705,Becky,Rikino,9999-01-01,Production
416724,Juyoung,Borstler,9999-01-01,Production
416726,Kousuke,Dichev,9999-01-01,Research
416737,Douadi,Renear,9999-01-01,Production
416746,Christfried,Papadias,9999-01-01,Quality Management
416758,Subhankar,Qiwen,9999-01-01,Research
416768,Yuchang,Chelton,9999-01-01,Development
416771,Urs,Butterworth,9999-01-01,Production
416788,Apostol,Hoogerwoord,9999-01-01,Sales
416795,Aksel,Wossner,9999-01-01,Sales
416819,Ulf,Slutz,9999-01-01,Development
416821,Munenori,Pardalos,9999-01-01,Production
416823,Indrajit,Guerreiro,9999-01-01,Quality Management
416827,Nevio,Binkley,9999-01-01,Development
416830,Pranas,Junet,9999-01-01,Finance
416834,Angel,Riefers,9999-01-01,Development
416836,Gino,Erev,9999-01-01,Development
416847,Jinpo,Dengi,9999-01-01,Production
416864,Chiradeep,Shiratori,9999-01-01,Marketing
416864,Chiradeep,Shiratori,9999-01-01,Sales
416879,Bluma,Schrooten,9999-01-01,Sales
416880,Shuichi,Felder,9999-01-01,Sales
416899,Abdelghani,Heijenga,9999-01-01,Development
416920,Ekawit,Kossowski,9999-01-01,Sales
416924,Vishwani,Ambroszkiewicz,9999-01-01,Sales
416936,Lenore,Perly,9999-01-01,Production
416948,Reinhard,Peac,9999-01-01,Sales
416950,Suvo,Krohn,9999-01-01,Finance
416959,Ymte,Speer,9999-01-01,Finance
416963,Shietung,Ramsey,9999-01-01,Quality Management
416979,Baruch,Maliniak,9999-01-01,Quality Management
416980,Qunsheng,Meszaros,9999-01-01,Sales
416991,Weiwu,Lund,9999-01-01,Production
417000,Baruch,Shokrollahi,9999-01-01,Development
417002,Parviz,Perko,9999-01-01,Production
417037,Kristian,Ranta,9999-01-01,Production
417039,Chrisa,Feldmann,9999-01-01,Sales
417042,Basem,Eickenmeyer,9999-01-01,Finance
417048,Subhada,Bernardeschi,9999-01-01,Production
417063,Menkae,Perna,9999-01-01,Marketing
417064,Gill,Narlikar,9999-01-01,Marketing
417073,Foong,Ecklund,9999-01-01,Production
417078,Shigenori,Sethi,9999-01-01,Production
417090,Takahira,Schaaf,9999-01-01,Finance
417090,Takahira,Schaaf,9999-01-01,Sales
417120,Candido,Ghelli,9999-01-01,Development
417120,Candido,Ghelli,9999-01-01,Quality Management
417123,Shao,Ramsak,9999-01-01,Sales
417130,Turgut,Kushner,9999-01-01,Finance
417130,Turgut,Kushner,9999-01-01,Human Resources
417146,Anneke,Caine,9999-01-01,Development
417153,Prodip,Nitta,9999-01-01,Production
417170,Paloma,Delgrange,9999-01-01,Development
417190,Atreyi,Cooman,9999-01-01,Sales
417206,Ramachenga,Crouzet,9999-01-01,Sales
417210,Guozhong,Iisaku,9999-01-01,Quality Management
417237,Deniz,Menyhert,9999-01-01,Marketing
417247,Udaiprakash,Farrar,9999-01-01,Development
417275,Mohammed,Middleton,9999-01-01,Sales
417276,Howell,Deville,9999-01-01,Development
417278,Roselyn,Aamodt,9999-01-01,Production
417279,Mariangiola,Gischer,9999-01-01,Production
417279,Mariangiola,Gischer,9999-01-01,Development
417286,Mabo,Fordan,9999-01-01,Development
417306,LiMin,Lorin,9999-01-01,Production
417317,Byong,Asrin,9999-01-01,Production
417317,Byong,Asrin,9999-01-01,Quality Management
417322,Jiong,Bahr,9999-01-01,Production
417328,Xinyu,Molenaar,9999-01-01,Sales
417338,Huican,Staelin,9999-01-01,Marketing
417338,Huican,Staelin,9999-01-01,Sales
417356,Chinya,Rosch,9999-01-01,Research
417365,Shuzo,Roccetti,9999-01-01,Production
417365,Shuzo,Roccetti,9999-01-01,Research
417376,Leszek,Hertweck,9999-01-01,Sales
417381,Paddy,Beausoleil,9999-01-01,Marketing
417384,Mansur,Valtorta,9999-01-01,Marketing
417399,Moto,Pulkowski,9999-01-01,Production
417427,Doohun,Lores,9999-01-01,Sales
417436,Avishai,Quittner,9999-01-01,Development
417438,Boutros,Veldwijk,9999-01-01,Production
417440,Luisa,Lorie,9999-01-01,Production
417442,Conrado,Uchoa,9999-01-01,Production
417442,Conrado,Uchoa,9999-01-01,Customer Service
417450,Aimee,Shinomoto,9999-01-01,Human Resources
417452,Jaber,Openshaw,9999-01-01,Production
417460,Stafford,Schwaller,9999-01-01,Production
417462,Yagil,Emmart,9999-01-01,Development
417462,Yagil,Emmart,9999-01-01,Research
417466,Cathie,Trumbly,9999-01-01,Human Resources
417477,Abdelkader,Gadepally,9999-01-01,Human Resources
417486,Sakthirel,Cusworth,9999-01-01,Production
417495,Nakhoon,Miake,9999-01-01,Quality Management
417510,Yonghong,Ernst,9999-01-01,Sales
417527,Barna,Selvestrel,9999-01-01,Research
417545,Adhemar,Trystram,9999-01-01,Production
417548,Fumiyo,Schaap,9999-01-01,Customer Service
417553,Moheb,Langford,9999-01-01,Development
417555,Zejun,Coors,9999-01-01,Development
417556,Hiroyasu,Zlotek,9999-01-01,Development
417576,Adhemar,Murtagh,9999-01-01,Sales
417579,Leandro,Ramamoorthy,9999-01-01,Production
417579,Leandro,Ramamoorthy,9999-01-01,Quality Management
417583,Jamaludin,Gischer,9999-01-01,Customer Service
417586,Qiwen,Leslie,9999-01-01,Sales
417588,Takushi,Iacovou,9999-01-01,Production
417588,Takushi,Iacovou,9999-01-01,Quality Management
417595,Maik,Roccetti,9999-01-01,Sales
417596,Aron,Hiyoshi,9999-01-01,Finance
417603,Rajmohan,Emden,9999-01-01,Production
417609,Dhritiman,Thombley,9999-01-01,Quality Management
417620,Tru,Skrikant,9999-01-01,Human Resources
417633,Aemilian,Cappelletti,9999-01-01,Sales
